,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
3470,2014-04-29,Joint,LINE,"Linn Energy, LLC (NASDAQ)",Stock,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3471,2015-02-11,Self,PFS,"Provident Financial Services, Inc. (NYSE)",Stock,Sale (Full),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3472,2015-02-13,Self,T,"AT&amp;T, Inc. (NYSE)",Stock,Sale (Full),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3473,2015-02-24,Joint,ESV,Ensco plc (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3474,2015-02-27,Spouse,EEM,iShares MSCI Emerging Markets (NYSEArca),Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3475,2015-02-27,Spouse,XLU,Utilities Select Sector SPDR ETF (NYSEArca),Stock,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3476,2015-01-30,Spouse,XLV,Health Care Select Sector SPDR ETF (NYSEArca),Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3477,2015-01-30,Spouse,XLU,Utilities Select Sector SPDR ETF (NYSEArca),Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3478,2015-01-30,Spouse,SPY,SPDR S&amp;P 500 ETF (NYSEArca),Stock,Sale (Full),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3479,2015-01-05,Joint,SHY,iShares 1-3 Year Treasury Bond (NYSEArca),Stock,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3480,2015-01-05,Joint,PCY,PowerShares Emerging Markets Sov Dbt ETF (NYSEArca),Stock,Sale (Full),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3481,2015-10-28,Joint,--,PFS,Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/ae40e5f0-02f3-44db-8a27-aa9a303e9cce/
3482,2015-11-23,Joint,--,ESV,Stock,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/ae40e5f0-02f3-44db-8a27-aa9a303e9cce/
3483,2015-05-07,Joint,IBKC,IberiaBank Corp. (NASDAQ),Stock,Sale (Full),"$15,001 - $50,000",Name change - Old Florida Bank became IberiaBank Corp. due to acquisition,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/5e8c0311-e41a-44f2-8b26-155e47ec4558/
3484,2015-05-06,Joint,IBKC,IberiaBank Corp. (NASDAQ),Stock,Sale (Partial),"$15,001 - $50,000",Name change - Old Florida Bank became IberiaBank Corp. due to acquisition,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/5e8c0311-e41a-44f2-8b26-155e47ec4558/
3485,2015-04-27,Joint,PG,The Procter &amp; Gamble Company (NYSE),Stock,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/5e8c0311-e41a-44f2-8b26-155e47ec4558/
3486,2016-01-05,Joint,--,GLD,Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/1179b764-b4af-4732-9948-81a32fbf2a54/
3487,2017-11-13,Self,PCLN,The Priceline Group Inc.,Stock,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/4a455a6c-d453-437f-89c3-2321ef5955e6/
3488,2017-11-13,Self,XOM,Exxon Mobil Corporation,Stock,Purchase,"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/4a455a6c-d453-437f-89c3-2321ef5955e6/
3489,2017-11-10,Self,XON,Intrexon Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/4a455a6c-d453-437f-89c3-2321ef5955e6/
3490,2017-11-07,Spouse,SLB,Schlumberger Limited,Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/4e1b4ab1-df80-45fe-8f5f-8dbbd5cd8e00/
3491,2017-11-07,Spouse,QCOM,QUALCOMM Incorporated,Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/4e1b4ab1-df80-45fe-8f5f-8dbbd5cd8e00/
3492,2017-11-07,Spouse,XOM,Exxon Mobil Corporation,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/4e1b4ab1-df80-45fe-8f5f-8dbbd5cd8e00/
3493,2017-11-17,Spouse,IBM,International Business Machines Corporation,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/4e1b4ab1-df80-45fe-8f5f-8dbbd5cd8e00/
3494,2016-01-05,Joint,--,DBP,Stock,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/fba0b99c-4ab5-4493-aaaa-69268002dca6/
3495,2016-01-05,Joint,--,GLD,Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/fba0b99c-4ab5-4493-aaaa-69268002dca6/
3496,2016-08-03,Joint,CVX,Chevron Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/8a37e32d-5c37-4fbd-a7bc-c2b30aa9583e/
3497,2017-11-30,Joint,GS,"The Goldman Sachs Group, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Tammy Duckworth,https://efdsearch.senate.gov/search/view/ptr/2db68076-a5e6-49c9-9d73-6017b6885e67/
3498,2017-11-01,Joint,SOUHY,South32 Limited,Stock,Sale (Full),"$1,001 - $15,000",--,Tammy Duckworth,https://efdsearch.senate.gov/search/view/ptr/2db68076-a5e6-49c9-9d73-6017b6885e67/
3499,2017-11-27,Spouse,JPM,JPMorgan Chase &amp; Co.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/5d05e733-82e7-42a4-9653-0859439e3f13/
3500,2017-11-27,Spouse,GE,General Electric Company,Stock,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/5d05e733-82e7-42a4-9653-0859439e3f13/
3501,2017-11-27,Spouse,IBM,International Business Machines Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/5d05e733-82e7-42a4-9653-0859439e3f13/
3502,2017-11-01,Joint,TMUS,"T-Mobile US, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/5d05e733-82e7-42a4-9653-0859439e3f13/
3503,2017-11-07,Joint,TMUS,"T-Mobile US, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/5d05e733-82e7-42a4-9653-0859439e3f13/
3504,2017-11-27,Self,TSLA,"Tesla, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/5d05e733-82e7-42a4-9653-0859439e3f13/
3505,2017-11-27,Self,MRK,"Merck &amp; Co., Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/5d05e733-82e7-42a4-9653-0859439e3f13/
3506,2017-11-27,Self,WMT,"Wal-Mart Stores, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/5d05e733-82e7-42a4-9653-0859439e3f13/
3507,2017-11-15,Self,--,"PACIFIC GAS &amp; ELEC B/E 02.950% 030126 DTD030116 <div class=""text-muted""><em>Rate/Coupon:</em> 2.950%<br> <em>Matures:</em> 03/01/2026</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/efb93782-9a75-4cf1-863d-dcf5bd899c65/
3508,2017-11-13,Self,MAT,"Mattel, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/efb93782-9a75-4cf1-863d-dcf5bd899c65/
3509,2017-11-13,Self,ARCC,Ares Capital Corporation,Stock,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/efb93782-9a75-4cf1-863d-dcf5bd899c65/
3510,2017-11-06,Self,HALO,"Halozyme Therapeutics, Inc.",Stock,Sale (Full),"$500,001 - $1,000,000","Underlying asset of MRW Biotech Investors, LLC. Previously held in New River Management V.",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/d94f6136-fd12-4105-910f-6f52c771faee/
3511,2016-03-31,Spouse,TM,Toyota Motor Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3512,2016-03-31,Spouse,RDS-B,Royal Dutch Shell plc,Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3513,2016-03-31,Spouse,SLB,Schlumberger Limited,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3514,2016-03-31,Spouse,OXY,Occidental Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3515,2016-03-31,Spouse,F,Ford Motor Co.,Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3516,2016-03-31,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3517,2016-03-31,Spouse,CMI,Cummins Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3518,2016-03-31,Spouse,CVX,Chevron Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3519,2016-03-31,Spouse,CTL,"CenturyLink, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3520,2016-03-31,Spouse,CAT,Caterpillar Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3521,2016-03-31,Spouse,AMT,American Tower Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3522,2016-03-31,Spouse,T,"AT&amp;T, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3523,2016-03-29,Spouse,YACKX,AMG Yacktman Service,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3524,2016-03-31,Spouse,WMT,Wal-Mart Stores Inc.,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3525,2016-03-31,Spouse,VFC,V.F. Corporation,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3526,2016-03-31,Spouse,UTX,United Technologies Corporation,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3527,2016-03-31,Spouse,SO,Southern Company,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3528,2016-03-31,Spouse,QCOM,QUALCOMM Incorporated,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3529,2016-03-31,Spouse,PG,The Procter &amp; Gamble Company,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3530,2016-03-31,Spouse,PX,Praxair Inc.,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3531,2016-03-31,Spouse,NVS,Novartis AG,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3532,2016-03-31,Spouse,NSC,Norfolk Southern Corporation,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3533,2016-03-31,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3534,2016-03-31,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3535,2016-03-31,Spouse,JNJ,Johnson &amp; Johnson,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3536,2016-03-31,Spouse,EMR,Emerson Electric Co.,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3537,2016-03-31,Spouse,EV,Eaton Vance Corp.,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3538,2016-03-31,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3539,2016-03-31,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3540,2016-03-31,Spouse,BLK,"BlackRock, Inc.",Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3541,2016-03-31,Spouse,ABT,Abbott Laboratories,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3542,2016-03-31,Spouse,AFL,Aflac Incorporated,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/b4225956-fc39-48e4-bdcd-71e01a4a0bb4/
3543,2017-11-27,Joint,--,"Pharma Partners, LLC <div class=""text-muted""> <em>Company:</em> Pharma Partners, LLC &nbsp;(Englewood, CO) </div> <div class=""text-muted""><em>Description:</em>&nbsp;The LLC funds research and clinical trials on a new class of drugs, metalloporphyrins. The lead drugs are BMX-010 and BMX-001.</div>",Other Securities,Purchase,"$50,001 - $100,000",Investment in LLC.,Michael D Crapo,https://efdsearch.senate.gov/search/view/ptr/8fc0605a-e7b8-49d7-9b29-5177b357907b/
3544,2017-09-01,Joint,DD-PA,E. I. du Pont de Nemours and Company (Exchanged) <br> DowDuPont Inc. (Received),Stock,Exchange,"$15,001 - $50,000",This transaction was filed on October 2 but was re-filed with the new system,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/d210797a-cc90-4c49-8372-8db2595c08e5/
3545,2017-11-30,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3546,2017-11-30,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3547,2017-11-30,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3548,2017-11-29,Joint,ANDX,Andeavor Logistics LP,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3549,2017-11-29,Joint,ANDX,Andeavor Logistics LP,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3550,2017-11-27,Joint,--,"BOFA FINANCE LLC LINKED TO BASKET OF INDICES <div class=""text-muted""><em>Description:</em>&nbsp;Equity Index-Linked Note</div>",Other Securities,Purchase,"$50,001 - $100,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3551,2017-11-22,Joint,AVP,"Avon Products, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3552,2017-11-21,Joint,AVP,"Avon Products, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3553,2017-11-20,Joint,DISCA,"Discovery Communications, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3554,2017-11-17,Joint,DISCA,"Discovery Communications, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3555,2017-11-16,Joint,DISCA,"Discovery Communications, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3556,2017-11-16,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3557,2017-11-15,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3558,2017-11-14,Joint,WMT,"Wal-Mart Stores, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3559,2017-11-13,Joint,GM,General Motors Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3560,2017-11-13,Joint,DISCA,"Discovery Communications, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3561,2017-11-13,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3562,2017-11-13,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3563,2017-11-10,Joint,DISCA,"Discovery Communications, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3564,2017-11-10,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3565,2017-11-07,Joint,QCOM,QUALCOMM Incorporated,Stock,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3566,2017-11-07,Joint,--,"SOJA-The Southern Company <div class=""text-muted""><em>Rate/Coupon:</em> 6.25%<br> <em>Matures:</em> 10/15/20</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3567,2017-11-06,Joint,SLB,Schlumberger Limited,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3568,2017-11-06,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3569,2017-11-06,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3570,2017-11-02,Joint,GM,General Motors Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3571,2017-11-02,Joint,GM,General Motors Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3572,2017-11-02,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3573,2017-11-02,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3574,2017-11-02,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/b9d662ab-e715-4035-a8ea-20b76f450ea4/
3575,2017-09-29,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3576,2017-09-28,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3577,2017-09-27,Joint,MYL,Mylan N.V.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3578,2017-09-27,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3579,2017-09-27,Joint,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3580,2017-09-27,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3581,2017-09-27,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3582,2017-09-27,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3583,2017-09-26,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3584,2017-09-26,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
3585,2017-09-26,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/e0d89ca5-da6d-49f5-b191-07000462306e/
