,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
6382,2016-01-20,Joint,KHC,The Kraft Heinz Company,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6383,2016-01-20,Joint,WFM,"Whole Foods Market, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6384,2016-01-20,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6385,2016-01-20,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6386,2016-01-15,Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6387,2016-01-15,Joint,WFM,"Whole Foods Market, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6388,2016-01-14,Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6389,2016-01-14,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6390,2016-01-14,Joint,--,"Municipal Elec Auth GA REV <div class=""text-muted""><em>Rate/Coupon:</em> 5%<br> <em>Matures:</em> 01/01/20</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6391,2016-01-13,Joint,KN,Knowles Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6392,2016-01-13,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6393,2016-01-13,Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6394,2016-01-13,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6395,2016-01-13,Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6396,2016-01-11,Joint,--,GE,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6397,2016-01-11,Joint,--,LYV,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6398,2016-01-08,Joint,--,GE,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6399,2016-01-08,Joint,--,LYV,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6400,2016-01-07,Joint,--,QCOM,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6401,2016-01-07,Joint,--,WBA,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6402,2016-01-07,Joint,--,CRMT,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6403,2016-01-07,Joint,--,ACN,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6404,2016-01-06,Joint,--,GE,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6405,2016-01-20,Spouse,GE,General Electric Company,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/02c266b1-25a7-41d4-93f3-886b437e97a6/
6406,2016-01-07,Spouse,--,"METROPOLITAN NASHVILLE ARPT AU ARPT <div class=""text-muted""><em>Rate/Coupon:</em> 5.00%<br> <em>Matures:</em> 07/01/2040</div>",Municipal Security,Purchase,"$15,001 - $50,000",--,Lamar Alexander,https://efdsearch.senate.gov/search/view/ptr/0b0bd265-2339-4099-830f-8b4dbc860e26/
6407,2016-01-07,Spouse,--,"LAKELAND TENN GO CAP OUTLAY NTS <div class=""text-muted""><em>Rate/Coupon:</em> 5.00%<br> <em>Matures:</em> 03/01/2020</div>",Municipal Security,Purchase,"$15,001 - $50,000",--,Lamar Alexander,https://efdsearch.senate.gov/search/view/ptr/0b0bd265-2339-4099-830f-8b4dbc860e26/
6408,2016-01-05,Spouse,--,"ROBERTSON CNTY TENN GO REF BDS <div class=""text-muted""><em>Rate/Coupon:</em> 3.00%<br> <em>Matures:</em> 04/01/2025</div>",Municipal Security,Purchase,"$15,001 - $50,000",--,Lamar Alexander,https://efdsearch.senate.gov/search/view/ptr/0b0bd265-2339-4099-830f-8b4dbc860e26/
6409,2015-12-22,Spouse,--,"ROBERTSON CNTY TENN GO SCH BDS <div class=""text-muted""><em>Rate/Coupon:</em> 5.00%<br> <em>Matures:</em> 05/01/2022</div>",Municipal Security,Purchase,"$15,001 - $50,000",--,Lamar Alexander,https://efdsearch.senate.gov/search/view/ptr/0b0bd265-2339-4099-830f-8b4dbc860e26/
6410,2015-12-22,Joint,LRCX,Lam Research Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6411,2015-12-28,Joint,M,"Macy's, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6412,2016-01-06,Joint,LMT,Lockheed Martin Corporation,Stock,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6413,2016-01-06,Joint,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6414,2016-01-05,Child,GILD,Gilead Sciences Inc.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6415,2016-01-05,Child,GME,GameStop Corp.,Stock,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6416,2016-01-05,Self,NVDA,NVIDIA Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6417,2016-01-06,Child,NVDA,NVIDIA Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6418,2015-12-22,Self,LRCX,Lam Research Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6419,2016-01-05,Self,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6420,2016-01-05,Self,WMT,Wal-Mart Stores Inc.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6421,2016-01-06,Self,VZ,Verizon Communications Inc.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6422,2016-01-06,Self,UA,"Under Armour, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6423,2016-01-05,Child,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6424,2016-01-14,Self,MRK,Merck &amp;amp; Co. Inc.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6425,2016-01-05,Child,LLTC,Linear Technology Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/47c0963d-3778-4581-83ad-79a29b4fe6d3/
6426,2015-12-28,Spouse,--,"Maine St Hsg Auth Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.20%<br> <em>Matures:</em> 11/15/2020</div>",Municipal Security,Sale (Full),"$1,001 - $15,000","""Called"" Redemption","Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/5cae926b-a941-4bc9-9a06-df2a6452da46/
6427,2015-12-16,Spouse,KMI,"Kinder Morgan, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/5cae926b-a941-4bc9-9a06-df2a6452da46/
6428,2015-12-03,Spouse,--,"Maine Muni Bond Bank <div class=""text-muted""><em>Rate/Coupon:</em> 4.25%<br> <em>Matures:</em> 11/01/2017</div>",Municipal Security,Sale (Full),"$15,001 - $50,000","""Called"" Redemption","Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/5cae926b-a941-4bc9-9a06-df2a6452da46/
6429,2015-12-29,Joint,VWO,Vanguard FTSE Emerging Markets ETF,Stock,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/820f9aa8-b741-4642-b0df-7728f66e1d4a/
6430,2016-01-05,Spouse,INTC,Intel Corporation (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/6915091f-101c-40d3-9cf7-e1fb76f34979/
6431,2016-01-05,Spouse,CMI,Cummins Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/6915091f-101c-40d3-9cf7-e1fb76f34979/
6432,2016-01-05,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/6915091f-101c-40d3-9cf7-e1fb76f34979/
6433,2015-12-22,Spouse,--,US Bancorp,Stock,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6434,2015-12-22,Spouse,--,TJX Cos Inc,Stock,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6435,2015-12-22,Spouse,--,Phillips 66,Stock,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6436,2015-12-22,Spouse,--,Nestle SA,Stock,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6437,2015-12-15,Spouse,--,"Fed Farm Credit Bank <div class=""text-muted""><em>Rate/Coupon:</em> 1.7%<br> <em>Matures:</em> 07/08/2020</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6438,2015-12-22,Spouse,--,DANAHER Corp,Stock,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6439,2015-12-22,Spouse,--,AON PLC,Stock,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6440,2015-12-22,Spouse,--,Accenture PLC,Stock,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6441,2015-12-22,Spouse,--,Qualcomm Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6442,2015-12-22,Spouse,--,Home Depot Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6443,2015-12-22,Spouse,--,ConocoPhillips,Stock,Sale (Full),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6444,2015-12-22,Spouse,--,Canadian Pacific Railway LTD,Stock,Sale (Full),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6445,2015-12-22,Spouse,--,Borgwarner Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6446,2015-12-22,Spouse,--,Wells Fargo CO,Stock,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6447,2015-12-22,Spouse,--,VISA INC - A,Stock,Purchase,"$15,001 - $50,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6448,2015-12-22,Spouse,--,Hershey Co,Stock,Purchase,"$15,001 - $50,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6449,2015-12-22,Spouse,--,Dunkin Brands Group Inc,Stock,Purchase,"$15,001 - $50,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/941bfc68-43ee-4d27-963c-3e71f5c4d99d/
6450,2016-01-06,Self,UA,"Under Armour, Inc. (NYSE)",Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/c6c0abea-50cf-45ae-b106-e5b9360c1643/
6451,2015-12-28,Spouse,--,"Fischer, Rounds &amp; Assoc., Inc (Insurance/Real Estate Agency, Pierre, SD)",Stock,Sale (Full),"$5,000,001 - $25,000,000",--,Mike Rounds,https://efdsearch.senate.gov/search/view/ptr/c8f2e5a3-3ea2-40d3-9a38-961dd70a56fc/
6452,2016-11-23,Joint,--,ESV,Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/57974e65-dc53-4580-94c9-0b9b606f5297/
6453,2016-01-04,Joint,--,AMLP,Stock,Sale (Partial),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/57974e65-dc53-4580-94c9-0b9b606f5297/
6454,2016-01-05,Joint,--,DBP,Stock,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/57974e65-dc53-4580-94c9-0b9b606f5297/
6455,2016-01-05,Joint,--,GLD,Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/57974e65-dc53-4580-94c9-0b9b606f5297/
6456,2015-12-14,Self,--,FANG,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/07b1bcc7-c651-442f-b7d2-00d9c17cf146/
6457,2015-12-14,Self,--,CLR,Stock,Purchase,"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/07b1bcc7-c651-442f-b7d2-00d9c17cf146/
6458,2015-12-14,Self,--,CPN,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/07b1bcc7-c651-442f-b7d2-00d9c17cf146/
6459,2015-12-17,Spouse,--,aapl,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9dcaf704-0704-4e87-9f36-0cceab5097ab/
6460,2015-12-10,Spouse,--,nflx,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9dcaf704-0704-4e87-9f36-0cceab5097ab/
6461,2015-12-08,Spouse,--,nflx,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/9dcaf704-0704-4e87-9f36-0cceab5097ab/
6462,2015-12-23,Spouse,--,Weight Watchers Intl Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f85025d-dcff-4a61-9db5-a0621572cafc/
6463,2015-12-08,Spouse,--,Weight Watchers Intl Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f85025d-dcff-4a61-9db5-a0621572cafc/
6464,2015-12-01,Spouse,--,Under Armour Inc Cl A,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f85025d-dcff-4a61-9db5-a0621572cafc/
6465,2015-12-14,Spouse,--,"HSBC Contingent Autocall on Anadarko Petroleum <div class=""text-muted""><em>Rate/Coupon:</em> 9.00%<br> <em>Matures:</em> 09/05/2017</div>",Corporate Bond,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f85025d-dcff-4a61-9db5-a0621572cafc/
6466,2015-12-04,Spouse,--,"JPM Contingent Autocall on Amgen <div class=""text-muted""><em>Rate/Coupon:</em> 10.15%<br> <em>Matures:</em> 08/31/2018</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f85025d-dcff-4a61-9db5-a0621572cafc/
6467,2015-12-03,Spouse,--,"HSBC Contingent Autocall on Bristol Myers Squibb <div class=""text-muted""><em>Rate/Coupon:</em> 8.5%<br> <em>Matures:</em> 08/31/2018</div>",Corporate Bond,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f85025d-dcff-4a61-9db5-a0621572cafc/
6468,2015-12-29,Self,--,MCD - McDonald's Corp (NYSE),Stock,Sale (Full),"$100,001 - $250,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/9ef63ce8-6c08-48fc-a292-f3a43b8cc46e/
6469,2015-12-31,Joint,--,WPX,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6470,2015-12-29,Joint,--,SE,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6471,2015-12-29,Joint,--,KMI,Stock,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6472,2015-12-29,Joint,--,KMI,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6473,2015-12-29,Joint,--,VZ,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6474,2015-12-29,Joint,--,IP,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6475,2015-12-29,Joint,--,SE,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6476,2015-12-29,Joint,--,ABBV,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6477,2015-12-28,Joint,--,CRMT,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6478,2015-12-23,Joint,--,LNT,Stock,Sale (Partial),"$50,001 - $100,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6479,2015-12-23,Joint,--,LQDT,Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6480,2015-12-23,Joint,--,KN,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6481,2015-12-21,Joint,--,WMT,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6482,2015-12-21,Joint,--,MOS,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6483,2015-12-21,Joint,--,WLK,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6484,2015-12-18,Joint,--,LQDT,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6485,2015-12-18,Joint,--,GE,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6486,2015-12-18,Joint,--,GE,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6487,2015-12-18,Joint,--,LYV,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6488,2015-12-18,Joint,--,WMT,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6489,2015-12-18,Joint,--,GE,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/ce88028d-5e4a-411d-a675-9a6bdb9ea767/
6490,2015-12-23,Joint,--,Potash Corp of Saskatchewan Inc POT,Stock,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/9e79b176-49f2-48cf-a47f-d663413b2000/
6491,2015-12-23,Joint,--,NCR Corp New NCR,Stock,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/9e79b176-49f2-48cf-a47f-d663413b2000/
6492,2015-12-23,Joint,--,Fireeye Inc FEYE,Stock,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/9e79b176-49f2-48cf-a47f-d663413b2000/
6493,2015-12-23,Joint,--,Claymore Trust 2 Guggenheim Shipping SEA,Stock,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/9e79b176-49f2-48cf-a47f-d663413b2000/
6494,2015-12-23,Joint,--,Affiliated Managers Group AMG,Stock,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/9e79b176-49f2-48cf-a47f-d663413b2000/
6495,2015-12-23,Joint,--,GUGGENHEIM S&amp;P RYT,Stock,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/46a4afd3-3a39-448a-9c61-31e2164cbc5e/
